etapa,iter,miniIter,est,node,prob,ilha,codigoBarraDE,codigoBarraPARA,capacidade,fluxo,folga
FW,3,0,1,1,1,1,1,2,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,1,4,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,1,5,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,2,3,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,2,4,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,2,5,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,2,6,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,3,5,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,3,6,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,4,5,500.0,0.0,-9999.0
FW,3,0,1,1,1,1,5,6,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,1,2,10.0,0.0,-9999.0
FW,3,0,2,2,1,1,1,4,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,1,5,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,2,3,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,2,4,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,2,5,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,2,6,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,3,5,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,3,6,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,4,5,500.0,0.0,-9999.0
FW,3,0,2,2,1,1,5,6,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,1,2,10.0,0.0,-9999.0
FW,3,0,3,3,1,1,1,4,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,1,5,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,2,3,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,2,4,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,2,5,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,2,6,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,3,5,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,3,6,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,4,5,500.0,0.0,-9999.0
FW,3,0,3,3,1,1,5,6,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,1,2,10.0,0.0,-9999.0
FW,3,0,4,4,1,1,1,4,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,1,5,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,2,3,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,2,4,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,2,5,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,2,6,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,3,5,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,3,6,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,4,5,500.0,0.0,-9999.0
FW,3,0,4,4,1,1,5,6,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,1,2,10.0,0.0,-9999.0
FW,3,0,5,5,1,1,1,4,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,1,5,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,2,3,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,2,4,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,2,5,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,2,6,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,3,5,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,3,6,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,4,5,500.0,0.0,-9999.0
FW,3,0,5,5,1,1,5,6,500.0,0.0,-9999.0
